Virtual User Script started at : 22/05/2014 16:38:00	[MsgId: MMSG-15967]
Action.c(53): lr_think_time: 4.24 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 32.	[MsgId: MMSG-15965]
Starting iteration 33.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP5_LoginNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP5_LoginNew_GetData" ended with "Pass" status (Duration: 0.0026 Wasted Time: 0.0025).	[MsgId: MMSG-16871]
Action.c(47): Aleisha Lemm Loggedin using username [Aleisha_Lemm] and password [8690]	[MsgId: MMSG-17999]
Action.c(53): lr_think_time: 5.04 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 33.	[MsgId: MMSG-15965]
Starting iteration 34.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP5_LoginNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP5_LoginNew_GetData" ended with "Pass" status (Duration: 0.0075 Wasted Time: 0.0074).	[MsgId: MMSG-16871]
Action.c(47): Naomi Lavezzo Loggedin using username [Naomi_Lavezzo] and password [1936]	[MsgId: MMSG-17999]
Action.c(53): lr_think_time: 5.41 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 34.	[MsgId: MMSG-15965]
Starting iteration 35.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP5_LoginNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP5_LoginNew_GetData" ended with "Pass" status (Duration: 0.0047 Wasted Time: 0.0047).	[MsgId: MMSG-16871]
Action.c(47): Aretha Bowling Loggedin using username [Aretha_Bowling] and password [3679]	[MsgId: MMSG-17999]
Action.c(53): lr_think_time: 5.14 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 35.	[MsgId: MMSG-15965]
Starting iteration 36.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP5_LoginNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP5_LoginNew_GetData" ended with "Pass" status (Duration: 0.0039 Wasted Time: 0.0038).	[MsgId: MMSG-16871]
Action.c(59): No data for user login...waiting for 50 seconds.	[MsgId: MMSG-17999]
Action.c(60): lr_think_time: 47.37 seconds (recorded think time was 50.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending Vuser...	[MsgId: MMSG-15966]
Starting action vuser_end.	[MsgId: MMSG-15919]
Ending action vuser_end.	[MsgId: MMSG-15918]
Vuser Terminated.	[MsgId: MMSG-15963]
