Virtual User Script started at : 22/05/2014 16:20:43	[MsgId: MMSG-15967]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0054 Wasted Time: 0.0053).	[MsgId: MMSG-16871]
Action.c(63): Elroy Piehler Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 5.19 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0019 Wasted Time: 0.0019).	[MsgId: MMSG-16871]
Action.c(70): Elroy Piehler approved, username is [Elroy_Piehler]	[MsgId: MMSG-17999]
Action.c(76): lr_think_time: 4.79 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 20.	[MsgId: MMSG-15965]
Starting iteration 21.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0030 Wasted Time: 0.0030).	[MsgId: MMSG-16871]
Action.c(63): Anisha Shulick Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 5.87 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0032 Wasted Time: 0.0032).	[MsgId: MMSG-16871]
Action.c(70): Anisha Shulick approved, username is [Anisha_Shulick]	[MsgId: MMSG-17999]
Action.c(76): lr_think_time: 4.98 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 21.	[MsgId: MMSG-15965]
Starting iteration 22.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0098 Wasted Time: 0.0098).	[MsgId: MMSG-16871]
Action.c(63): Bettina Kham Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 5.64 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0033 Wasted Time: 0.0033).	[MsgId: MMSG-16871]
Action.c(70): Bettina Kham approved, username is [Bettina_Kham]	[MsgId: MMSG-17999]
Action.c(76): lr_think_time: 5.01 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 22.	[MsgId: MMSG-15965]
Starting iteration 23.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0085 Wasted Time: 0.0084).	[MsgId: MMSG-16871]
Action.c(63): Velda Mancilla Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 4.25 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0039 Wasted Time: 0.0039).	[MsgId: MMSG-16871]
Action.c(70): Velda Mancilla approved, username is [Velda_Mancilla]	[MsgId: MMSG-17999]
Action.c(76): lr_think_time: 5.64 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 23.	[MsgId: MMSG-15965]
Starting iteration 24.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0049 Wasted Time: 0.0049).	[MsgId: MMSG-16871]
Action.c(63): Marta Brace Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 5.56 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0039 Wasted Time: 0.0039).	[MsgId: MMSG-16871]
Action.c(70): Marta Brace approved, username is [Marta_Brace]	[MsgId: MMSG-17999]
Action.c(76): lr_think_time: 5.11 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 24.	[MsgId: MMSG-15965]
Starting iteration 25.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(18): Notify: Transaction "BP3_ApproveNew_GetData" started.	[MsgId: MMSG-16999]
Action.c(25): Notify: Transaction "BP3_ApproveNew_GetData" ended with "Pass" status (Duration: 0.0071 Wasted Time: 0.0071).	[MsgId: MMSG-16871]
Action.c(63): Juan Vanwyhe Awaiting approval	[MsgId: MMSG-17999]
Action.c(67): lr_think_time: 5.10 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
Action.c(41): Notify: Transaction "BP4_ApproveNew_WriteData" started.	[MsgId: MMSG-16999]
Action.c(48): Notify: Transaction "BP4_ApproveNew_WriteData" ended with "Pass" status (Duration: 0.0046 Wasted Time: 0.0045).	[MsgId: MMSG-16871]
Action.c(70): Juan Vanwyhe approved, username is [Juan_Vanwyhe]	[MsgId: MMSG-17999]
